CustomerKey,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,CustomerSegment,FirstName,LastName,Gender,AnnualIncome,Occupation,RecentOrders,RecentRevenue,PreviousOrders,PreviousRevenue,OrderFrequencyChange,RevenueChange,RecencyRisk,FrequencyRisk,RevenueRisk,HighValueRisk,ChurnRiskScore,ChurnRiskLevel,RevenueDeclineValue,RevenueAtRisk,PriorityScore
11726,2017-06-09,21,2,257.3626,5,4,3,543,12,Loyal Customers,MICAH,LIANG,M,"$70,000 ",Skilled Manual,2.0,257.3626,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11727,2016-11-05,237,2,5721.968,2,4,5,245,11,At Risk,BENJAMIN,TAYLOR,M,"$60,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11728,2017-05-09,52,2,112.2684,4,4,2,442,10,Loyal Customers,LOGAN,WHITE,M,"$60,000 ",Skilled Manual,1.0,78.6242,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11729,2017-01-28,153,1,121.7015,3,1,2,312,6,Needs Attention,CALEB,CAMPBELL,M,"$60,000 ",Skilled Manual,0.0,0.0,1.0,121.70150000000001,-1.0,-1.0,30,25,20,0,75,Critical,121.70150000000001,121.70150000000001,9127.612500000001
11730,2016-11-12,230,1,132.0562,2,1,3,213,6,Lost Customers,EMMA,TORRES,F,"$60,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11731,2017-02-05,145,2,151.1223,3,4,3,343,10,Needs Attention,TANYA,GILL,F,"$60,000 ",Skilled Manual,0.0,0.0,1.0,33.6442,-1.0,-1.0,30,25,20,0,75,Critical,33.6442,33.6442,2523.315
11732,2017-02-16,134,2,175.7684,3,4,3,343,10,Needs Attention,ERICK,SANCHEZ,M,"$60,000 ",Skilled Manual,0.0,0.0,1.0,97.1442,-1.0,-1.0,30,25,20,0,75,Critical,97.1442,97.1442,7285.815
11734,2017-01-08,173,2,138.07,3,4,3,343,10,Needs Attention,OMAR,CHEN,M,"$60,000 ",Skilled Manual,0.0,0.0,1.0,39.58,-1.0,-1.0,30,25,20,0,75,Critical,39.58,39.58,2968.5
11735,2017-06-24,6,2,108.6242,5,4,2,542,11,Loyal Customers,SYDNEY,GRAY,F,"$60,000 ",Skilled Manual,1.0,33.6442,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11736,2017-06-06,24,2,229.7477,5,4,3,543,12,Loyal Customers,SEBASTIAN,SANCHEZ,M,"$60,000 ",Skilled Manual,2.0,229.7477,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11737,2017-01-18,163,2,80.9142,3,4,2,342,9,Needs Attention,MEGAN,MARTIN,F,"$60,000 ",Professional,0.0,0.0,1.0,47.269999999999996,-1.0,-1.0,30,25,20,0,75,Critical,47.269999999999996,47.269999999999996,3545.2499999999995
11738,2017-06-29,1,5,437.7197,5,5,3,553,13,Loyal Customers,ELIJAH,ALEXANDER,M,"$60,000 ",Professional,1.0,118.0573,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11739,2016-10-18,255,2,4528.4296,2,4,5,245,11,At Risk,AARON,KING,M,"$70,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11740,2017-03-03,119,4,389.0357,3,5,3,353,11,Needs Attention,JAN,HALL,F,"$70,000 ",Professional,0.0,0.0,1.0,75.3357,-1.0,-1.0,20,25,20,0,65,Critical,75.3357,75.3357,4896.8205
11741,2016-08-24,310,2,5874.6296,1,4,5,145,10,At Risk,TAMARA,CHANDER,F,"$80,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11742,2016-11-23,219,2,5671.9382,2,4,5,245,11,At Risk,EDWARD,LEWIS,M,"$60,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11743,2016-11-17,225,2,5649.6896,2,4,5,245,11,At Risk,CHASE,KELLY,M,"$60,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11744,2017-02-28,122,2,73.2242,3,4,2,342,9,Needs Attention,STEPHANIE,CAMPBELL,F,"$60,000 ",Professional,0.0,0.0,1.0,33.6442,-1.0,-1.0,30,25,20,0,75,Critical,33.6442,33.6442,2523.315
11745,2016-11-05,237,2,5713.2938,2,4,5,245,11,At Risk,ALLISON,GONZALEZ,F,"$60,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11746,2017-05-12,49,2,84.55000000000001,5,4,2,542,11,Loyal Customers,SETH,BROOKS,M,"$60,000 ",Professional,1.0,34.99,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11747,2017-04-15,76,2,164.91000000000005,4,4,3,443,11,Loyal Customers,DESTINY,DAVIS,F,"$70,000 ",Professional,1.0,110.92,1.0,53.99,0.0,1.0544545286164104,10,0,0,0,10,Healthy,0.0,0.0,0.0
11748,2017-05-04,57,5,194.7884,4,5,3,453,12,Loyal Customers,BLAKE,HILL,M,"$70,000 ",Professional,1.0,49.888400000000004,2.0,44.980000000000004,-0.5,0.10912405513561582,0,20,0,0,20,Monitor,0.0,0.0,0.0
11749,2016-11-08,234,2,54.95,2,4,1,241,7,At Risk,EDUARDO,JACKSON,M,"$80,000 ",Management,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11750,2017-04-03,88,3,7916.1082,4,5,5,455,14,Champions,LATOYA,SHE,F,"$60,000 ",Professional,1.0,2412.03,0.0,0.0,0.0,0.0,10,0,0,5,15,Healthy,0.0,0.0,0.0
11751,2017-01-18,163,3,7966.4496,3,5,5,355,13,Needs Attention,VICTORIA,GONZALES,F,"$80,000 ",Management,0.0,0.0,1.0,2384.07,-1.0,-1.0,30,25,20,5,80,Critical,2384.07,2384.07,190725.6
11752,2017-06-08,22,3,237.4042,5,5,3,553,13,Loyal Customers,LAUREN,BRYANT,F,"$80,000 ",Management,1.0,128.91,1.0,15.9,0.0,7.10754716981132,0,0,0,0,0,Healthy,0.0,0.0,0.0
11753,2017-04-17,74,3,95.84,4,5,2,452,11,Loyal Customers,FELICIA,ORTEGA,F,"$80,000 ",Management,1.0,59.959999999999994,1.0,19.98,0.0,2.0010010010010006,10,0,0,0,10,Healthy,0.0,0.0,0.0
11754,2017-01-31,150,3,7959.7681,3,5,5,355,13,Needs Attention,JANET,ORTEGA,F,"$90,000 ",Professional,0.0,0.0,1.0,2488.3585000000003,-1.0,-1.0,30,25,20,5,80,Critical,2488.3585000000003,2488.3585000000003,199068.68000000002
11755,2017-02-18,132,3,86.8184,3,5,2,352,10,Needs Attention,WILLIE,PAL,M,"$60,000 ",Professional,0.0,0.0,2.0,31.848399999999998,-1.0,-1.0,30,25,20,0,75,Critical,31.848399999999998,31.848399999999998,2388.6299999999997
11756,2017-04-27,64,3,7855.4066,4,5,5,455,14,Champions,LINDA,ORTEGA,F,"$60,000 ",Professional,1.0,2401.3584,0.0,0.0,0.0,0.0,10,0,0,5,15,Healthy,0.0,0.0,0.0
11757,2017-05-30,31,3,89.2262,5,5,2,552,12,Loyal Customers,VINCENT,CAI,M,"$70,000 ",Professional,1.0,29.57,1.0,12.56,0.0,1.3542993630573246,0,0,0,0,0,Healthy,0.0,0.0,0.0
11758,2017-05-27,34,3,118.2062,5,5,2,552,12,Loyal Customers,COLIN,YUAN,M,"$70,000 ",Professional,1.0,54.559999999999995,1.0,16.55,0.0,2.29667673716012,0,0,0,0,0,Healthy,0.0,0.0,0.0
11759,2017-01-10,171,3,7808.1582,3,5,5,355,13,Needs Attention,DAWN,NATH,F,"$110,000 ",Management,0.0,0.0,1.0,2384.07,-1.0,-1.0,30,25,20,5,80,Critical,2384.07,2384.07,190725.6
11760,2017-05-22,39,3,343.4488,5,5,3,553,13,Loyal Customers,MELODY,MORENO,F,"$70,000 ",Professional,1.0,169.8826,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11761,2017-01-30,151,3,7971.462799999999,3,5,5,355,13,Needs Attention,EDGAR,MEHTA,M,"$70,000 ",Professional,0.0,0.0,1.0,2401.3584,-1.0,-1.0,30,25,20,5,80,Critical,2401.3584,2401.3584,192108.67200000002
11762,2017-01-07,174,3,8004.4096,3,5,5,355,13,Needs Attention,RANDALL,GOMEZ,M,"$70,000 ",Professional,0.0,0.0,1.0,2438.06,-1.0,-1.0,30,25,20,5,80,Critical,2438.06,2438.06,195044.8
11763,2017-05-15,46,3,143.0981,5,5,3,553,13,Loyal Customers,ROSS,FERNANDEZ,M,"$80,000 ",Management,2.0,119.55,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11764,2017-01-08,173,3,7896.7624,3,5,5,355,13,Needs Attention,JESSIE,RAMOS,F,"$80,000 ",Management,0.0,0.0,1.0,2384.07,-1.0,-1.0,30,25,20,5,80,Critical,2384.07,2384.07,190725.6
11765,2017-01-27,154,3,7897.138199999999,3,5,5,355,13,Needs Attention,MARC,TORRES,M,"$80,000 ",Professional,0.0,0.0,1.0,2473.05,-1.0,-1.0,30,25,20,5,80,Critical,2473.05,2473.05,197844.0
11766,2017-01-11,170,3,8098.0726,3,5,5,355,13,Needs Attention,CANDACE,RAMAN,F,"$90,000 ",Professional,0.0,0.0,1.0,2500.9426000000003,-1.0,-1.0,30,25,20,5,80,Critical,2500.9426000000003,2500.9426000000003,200075.40800000002
11767,2017-01-13,168,3,8118.2044,3,5,5,355,13,Needs Attention,MEAGAN,MADAN,F,"$90,000 ",Professional,0.0,0.0,1.0,2466.1562000000004,-1.0,-1.0,30,25,20,5,80,Critical,2466.1562000000004,2466.1562000000004,197292.49600000004
11768,2017-01-15,166,3,7889.1238,3,5,5,355,13,Needs Attention,CLAYTON,NARA,M,"$90,000 ",Professional,0.0,0.0,1.0,2417.7142000000003,-1.0,-1.0,30,25,20,5,80,Critical,2417.7142000000003,2417.7142000000003,193417.13600000003
11769,2017-03-21,101,5,593.2288,4,5,3,453,12,Loyal Customers,HALEY,HERNANDEZ,F,"$50,000 ",Skilled Manual,0.0,0.0,3.0,358.5004,-1.0,-1.0,20,25,20,0,65,Critical,358.5004,358.5004,23302.526
11770,2017-04-23,68,2,83.2042,4,4,2,442,10,Loyal Customers,PETER,NARA,M,"$50,000 ",Skilled Manual,1.0,33.6442,1.0,49.56,0.0,-0.3211420500403552,10,0,10,0,20,Monitor,15.915800000000004,0.0,0.0
11771,2017-01-25,156,2,115.7404,3,4,2,342,9,Needs Attention,ISAAC,RIVERA,M,"$50,000 ",Skilled Manual,0.0,0.0,1.0,80.7404,-1.0,-1.0,30,25,20,0,75,Critical,80.7404,80.7404,6055.53
11772,2016-11-16,226,2,5679.649600000001,2,4,5,245,11,At Risk,CAMERON,MOORE,M,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11773,2016-11-01,241,2,5757.149600000001,2,4,5,245,11,At Risk,GAVIN,DIAZ,M,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11774,2016-12-15,197,2,5654.2696,2,4,5,245,11,At Risk,EMMA,SANCHEZ,F,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11775,2016-12-05,207,2,5672.3482,2,4,5,245,11,At Risk,SIERRA,ROBERTS,F,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11776,2016-12-05,207,2,5852.649600000001,2,4,5,245,11,At Risk,SETH,MITCHELL,M,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11777,2016-12-24,188,2,5684.229600000001,2,4,5,245,11,At Risk,MIRANDA,LONG,F,"$40,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11778,2016-12-31,181,2,5627.3682,2,4,5,245,11,At Risk,HALEY,HENDERSON,F,"$60,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11779,2016-12-25,187,2,5627.3682,2,4,5,245,11,At Risk,SARAH,JACKSON,F,"$60,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11780,2016-12-20,192,2,5728.3138,2,4,5,245,11,At Risk,JESSICA,ALEXANDER,F,"$60,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11781,2017-06-11,19,2,182.9127,5,4,3,543,12,Loyal Customers,CARLOS,GRAY,M,"$60,000 ",Skilled Manual,1.0,78.6242,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11782,2017-03-19,103,2,147.5396,4,4,3,443,11,Loyal Customers,BARBARA,JAI,F,"$60,000 ",Skilled Manual,0.0,0.0,2.0,147.5396,-1.0,-1.0,20,25,20,0,65,Critical,147.5396,147.5396,9590.074
11783,2016-11-12,230,2,112.2684,2,4,2,242,8,At Risk,SARA,MITCHELL,F,"$60,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11784,2017-06-19,11,5,372.7084,5,5,3,553,13,Loyal Customers,JOSE,TURNER,M,"$40,000 ",Skilled Manual,3.0,224.0942,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11785,2017-03-03,119,2,78.6242,3,4,2,342,9,Needs Attention,THEODORE,DIAZ,M,"$40,000 ",Skilled Manual,0.0,0.0,1.0,44.980000000000004,-1.0,-1.0,20,25,20,0,65,Critical,44.980000000000004,44.980000000000004,2923.7000000000003
11787,2017-05-08,53,2,112.2684,4,4,2,442,10,Loyal Customers,JERRY,NATH,M,"$60,000 ",Skilled Manual,2.0,112.2684,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11788,2017-02-21,129,2,267.54,3,4,3,343,10,Needs Attention,DESTINY,JAMES,F,"$70,000 ",Professional,0.0,0.0,1.0,53.99,-1.0,-1.0,30,25,20,0,75,Critical,53.99,53.99,4049.25
11789,2016-10-30,243,2,75.51419999999999,2,4,2,242,8,At Risk,BAILEY,PHILLIPS,F,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11790,2016-11-23,219,2,170.6515,2,4,3,243,9,At Risk,TIMOTHY,GONZALEZ,M,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11791,2017-06-03,27,2,118.0573,5,4,2,542,11,Loyal Customers,CHASE,MORGAN,M,"$60,000 ",Professional,1.0,83.0573,1.0,35.0,0.0,1.3730657142857143,0,0,0,0,0,Healthy,0.0,0.0,0.0
11792,2017-01-01,180,2,116.7115,2,4,2,242,8,At Risk,ALEXIA,PERRY,F,"$40,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,0,30,Monitor,0.0,0.0,0.0
11793,2016-08-14,320,2,132.5842,1,4,3,143,8,At Risk,XAVIER,ROGERS,M,"$40,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11794,2017-05-31,30,1,47.27,5,1,1,511,7,Potential Loyalists,LAUREN,ROSS,F,"$40,000 ",Skilled Manual,1.0,47.269999999999996,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11795,2017-05-28,33,2,78.6242,5,4,2,542,11,Loyal Customers,NICOLE,THOMAS,F,"$40,000 ",Skilled Manual,1.0,33.6442,1.0,44.980000000000004,0.0,-0.252018674966652,0,0,10,0,10,Healthy,11.335800000000006,0.0,0.0
11796,2016-12-01,211,2,5784.345499999999,2,4,5,245,11,At Risk,ISABEL,JENKINS,F,"$40,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11797,2016-12-31,181,2,5748.0986,2,4,5,245,11,At Risk,DEVIN,COLEMAN,M,"$40,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11798,2016-12-13,199,2,5704.6796,2,4,5,245,11,At Risk,BRENDAN,CHANDE,M,"$40,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11799,2016-12-11,201,2,5695.5496,2,4,5,245,11,At Risk,JESSIE,WANG,M,"$40,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11800,2017-02-14,136,2,84.55000000000001,3,4,2,342,9,Needs Attention,JENNIFER,BAKER,F,"$60,000 ",Professional,0.0,0.0,2.0,84.55000000000001,-1.0,-1.0,30,25,20,0,75,Critical,84.55000000000001,84.55000000000001,6341.250000000001
11801,2017-06-14,16,1,48.0673,5,1,1,511,7,Potential Loyalists,AARON,SHARMA,M,"$60,000 ",Professional,1.0,48.0673,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11802,2017-06-03,27,5,325.59,5,5,3,553,13,Loyal Customers,MADISON,TAYLOR,F,"$60,000 ",Professional,2.0,119.11999999999999,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11803,2017-05-26,35,2,272.8358,5,4,3,543,12,Loyal Customers,JAN,HERNANDEZ,F,"$60,000 ",Professional,1.0,118.7116,1.0,154.1242,0.0,-0.2297666427465641,0,0,5,0,5,Healthy,35.4126,0.0,0.0
11804,2017-02-13,137,2,138.9899,3,4,3,343,10,Needs Attention,HALEY,TURNER,F,"$60,000 ",Professional,0.0,0.0,1.0,73.63419999999999,-1.0,-1.0,30,25,20,0,75,Critical,73.63419999999999,73.63419999999999,5522.565
11805,2017-05-08,53,2,138.95,4,4,3,443,11,Loyal Customers,RICHARD,GREEN,M,"$70,000 ",Professional,1.0,53.99,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11806,2017-04-05,86,2,103.55,4,4,2,442,10,Loyal Customers,JENNIFER,STEWART,F,"$70,000 ",Professional,1.0,53.99,0.0,0.0,0.0,0.0,10,0,0,0,10,Healthy,0.0,0.0,0.0
11807,2017-03-15,107,2,181.0562,4,4,3,443,11,Loyal Customers,LUCAS,BAKER,M,"$70,000 ",Professional,0.0,0.0,1.0,53.99,-1.0,-1.0,20,25,20,0,65,Critical,53.99,53.99,3509.35
11808,2017-04-27,64,5,694.1904,4,5,3,453,12,Loyal Customers,JAMES,PARKER,M,"$60,000 ",Professional,1.0,203.98,1.0,83.6242,0.0,1.4392460555676465,10,0,0,0,10,Healthy,0.0,0.0,0.0
11809,2016-12-12,200,2,5732.918,2,4,5,245,11,At Risk,JUAN,GRAY,M,"$60,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11810,2016-12-26,186,2,5729.6596,2,4,5,245,11,At Risk,ANTONIO,WASHINGTON,M,"$40,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11811,2016-12-19,193,2,5649.6896,2,4,5,245,11,At Risk,ABIGAIL,BROOKS,F,"$40,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11812,2016-12-20,192,2,5654.2696,2,4,5,245,11,At Risk,ANDREW,RODRIGUEZ,M,"$40,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11813,2016-12-30,182,2,5704.6796,2,4,5,245,11,At Risk,MARY,PATTERSON,F,"$40,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11814,2017-03-11,111,2,109.9257,3,4,2,342,9,Needs Attention,DALTON,MORGAN,M,"$60,000 ",Professional,0.0,0.0,1.0,44.57,-1.0,-1.0,20,25,20,0,65,Critical,44.57,44.57,2897.05
11815,2016-08-28,306,2,5705.9924,1,4,5,145,10,At Risk,HANNAH,PATTERSON,F,"$70,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11816,2016-08-24,310,2,5683.3338,1,4,5,145,10,At Risk,JOE,TORRES,M,"$70,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11817,2016-08-16,318,2,5649.6896,1,4,5,145,10,At Risk,MORGAN,MILLER,F,"$70,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11818,2016-08-03,331,2,5737.3755,1,4,5,145,10,At Risk,DANIEL,GARCIA,M,"$70,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11819,2016-08-19,315,1,49.56,1,1,1,111,3,Lost Customers,JOSE,LAL,M,"$70,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11820,2017-06-08,22,5,347.8742,5,5,3,553,13,Loyal Customers,KATELYN,LOPEZ,F,"$60,000 ",Professional,1.0,69.96,1.0,69.99,0.0,-0.0004286326618088461,0,0,5,0,5,Healthy,0.030000000000001137,0.0,0.0
11821,2017-03-06,116,2,219.0535,3,4,3,343,10,Needs Attention,AUSTIN,JOHNSON,M,"$60,000 ",Professional,0.0,0.0,2.0,219.0535,-1.0,-1.0,20,25,20,0,65,Critical,219.0535,219.0535,14238.4775
11822,2017-02-27,123,2,87.6473,3,4,2,342,9,Needs Attention,ROHINTON,WADIA,F,"$60,000 ",Professional,0.0,0.0,1.0,48.0673,-1.0,-1.0,30,25,20,0,75,Critical,48.0673,48.0673,3605.0475
11823,2017-05-04,57,3,237.3026,4,5,3,453,12,Loyal Customers,MORGAN,TURNER,F,"$70,000 ",Professional,1.0,40.58,1.0,90.86,0.0,-0.5533788245652652,0,0,15,0,15,Healthy,50.28,0.0,0.0
11824,2017-06-22,8,4,251.2504,5,5,3,553,13,Loyal Customers,JILL,MARTIN,F,"$70,000 ",Professional,1.0,19.98,2.0,127.6662,-0.5,-0.8434981224474449,0,20,20,0,40,At Risk,107.6862,107.6862,4307.448
11825,2016-08-16,318,2,5654.2696,1,4,5,145,10,At Risk,AIMEE,SHE,F,"$70,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11826,2016-08-19,315,2,5649.6896,1,4,5,145,10,At Risk,JESSIE,ALONSO,F,"$70,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11827,2017-06-11,19,5,652.9711,5,5,3,553,13,Loyal Customers,SARA,BAKER,F,"$60,000 ",Professional,1.0,93.60419999999999,2.0,261.1384,-0.5,-0.641553291281558,0,20,15,0,35,Monitor,167.5342,0.0,0.0
11828,2016-10-21,252,2,98.97,2,4,2,242,8,At Risk,KATHERINE,MARTINEZ,F,"$70,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11829,2016-12-23,189,2,172.89,2,4,3,243,9,At Risk,SOPHIA,CAMPBELL,F,"$70,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11830,2016-08-03,331,2,5726.9524,1,4,5,145,10,At Risk,TAYLOR,GARCIA,F,"$80,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11831,2016-08-14,320,2,5683.3338,1,4,5,145,10,At Risk,CHRISTIAN,ROSS,M,"$80,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11832,2017-03-12,110,2,128.03730000000002,4,4,3,443,11,Loyal Customers,ZOE,MURPHY,F,"$40,000 ",Professional,0.0,0.0,1.0,48.0673,-1.0,-1.0,20,25,20,0,65,Critical,48.0673,48.0673,3124.3745000000004
11833,2017-05-31,30,5,367.49,5,5,3,553,13,Loyal Customers,OSCAR,PRICE,M,"$80,000 ",Skilled Manual,2.0,144.93,2.0,190.3016,0.0,-0.23841943525435413,0,0,5,0,5,Healthy,45.3716,0.0,0.0
11834,2016-08-17,317,2,5661.0124,1,4,5,145,10,At Risk,FERNANDO,FLORES,M,"$80,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11835,2016-11-19,223,2,4585.6024,2,4,5,245,11,At Risk,ELIJAH,RUSSELL,M,"$80,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11836,2016-10-24,249,2,69.99000000000001,2,4,2,242,8,At Risk,GARRETT,TRAVERS,M,"$80,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11837,2016-08-24,310,2,5690.972400000001,1,4,5,145,10,At Risk,HALEY,ALEXANDER,F,"$80,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11838,2017-03-01,121,2,152.1615,3,4,3,343,10,Needs Attention,JUSTIN,RODRIGUEZ,M,"$80,000 ",Skilled Manual,0.0,0.0,1.0,81.7115,-1.0,-1.0,30,25,20,0,75,Critical,81.7115,81.7115,6128.3625
11839,2016-12-14,198,2,5727.2938,2,4,5,245,11,At Risk,TYLER,BROWN,M,"$60,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,5,45,At Risk,0.0,0.0,0.0
11840,2016-11-05,237,2,89.9373,2,4,2,242,8,At Risk,JULIAN,PATTERSON,M,"$60,000 ",Professional,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
11841,2017-05-09,52,5,475.3915,4,5,3,453,12,Loyal Customers,SEAN,NELSON,M,"$40,000 ",Professional,2.0,224.2473,1.0,47.559999999999995,1.0,3.7150399495374264,0,0,0,0,0,Healthy,0.0,0.0,0.0
11842,2017-06-06,24,2,110.3357,5,4,2,542,11,Loyal Customers,JUSTIN,WILSON,M,"$50,000 ",Skilled Manual,1.0,65.3557,0.0,0.0,0.0,0.0,0,0,0,0,0,Healthy,0.0,0.0,0.0
11843,2016-09-09,294,2,147.01350000000002,1,4,3,143,8,At Risk,CHRISTY,NARA,F,"$50,000 ",Skilled Manual,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0,0,40,At Risk,0.0,0.0,0.0
