CustomerKey,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,CustomerSegment,FirstName,LastName,Gender,AnnualIncome,Occupation
15129,2017-06-05,25,3,4945.8178,5,5,5,555,15,Champions,JENNIFER,PATTERSON,F,"$90,000 ",Professional
15130,2017-06-08,22,3,4966.8278,5,5,5,555,15,Champions,ROGER,MA,M,"$90,000 ",Professional
15131,2017-02-20,130,2,106.6173,3,4,2,342,9,Needs Attention,LACEY,SUN,F,"$80,000 ",Professional
15132,2017-05-31,30,2,196.28570000000002,5,4,3,543,12,Loyal Customers,JENNY,PAL,F,"$100,000 ",Management
15133,2017-06-27,3,3,5021.7934000000005,5,5,5,555,15,Champions,RAUL,RAI,M,"$120,000 ",Professional
15134,2017-06-01,29,3,4913.7678,5,5,5,555,15,Champions,MEAGAN,RAMAN,F,"$90,000 ",Professional
15135,2017-04-01,90,2,4145.4878,4,4,5,445,13,Champions,DEREK,KUMAR,M,"$90,000 ",Professional
15136,2017-03-11,111,2,63.2142,3,4,2,342,9,Needs Attention,EMMA,JOHNSON,F,"$100,000 ",Management
15137,2016-11-04,238,2,196.52679999999998,2,4,3,243,9,At Risk,LUKE,FOSTER,M,"$100,000 ",Management
15138,2017-04-28,63,2,172.3446,4,4,3,443,11,Loyal Customers,MONIQUE,HERNANDEZ,F,"$100,000 ",Management
15139,2016-10-26,247,2,83.6242,2,4,2,242,8,At Risk,COLIN,SHE,M,"$80,000 ",Professional
15140,2017-04-30,61,2,88.20419999999999,4,4,2,442,10,Loyal Customers,DIANE,BRADLEY,F,"$80,000 ",Professional
15141,2017-06-26,4,2,96.94,5,4,2,542,11,Loyal Customers,SANDRA,ZHENG,F,"$80,000 ",Professional
15142,2017-05-30,31,2,187.49810000000002,5,4,3,543,12,Loyal Customers,KARL,NARA,M,"$130,000 ",Management
15143,2017-04-10,81,2,4120.5178,4,4,5,445,13,Champions,KELVIN,WANG,M,"$90,000 ",Professional
15144,2017-04-10,81,2,4098.1964,4,4,5,445,13,Champions,DEANNA,SERRANO,F,"$90,000 ",Professional
15145,2017-04-28,63,2,4125.0978,4,4,5,445,13,Champions,CRYSTAL,LU,F,"$90,000 ",Professional
15146,2017-01-14,167,2,172.8826,3,4,3,343,10,Needs Attention,ADRIANA,SARA,F,"$100,000 ",Management
15147,2017-02-07,143,2,152.6904,3,4,3,343,10,Needs Attention,CLARENCE,CHEN,M,"$100,000 ",Management
15148,2016-12-09,203,2,119.7323,2,4,2,242,8,At Risk,JAMES,WEST,M,"$90,000 ",Professional
15149,2017-05-20,41,2,91.60419999999999,5,4,2,542,11,Loyal Customers,NATALIE,MORGAN,F,"$90,000 ",Professional
15150,2017-04-03,88,2,4140.4978,4,4,5,445,13,Champions,COLLEEN,SHAN,F,"$110,000 ",Management
15151,2017-04-24,67,2,4098.1964,4,4,5,445,13,Champions,KARL,SHEN,M,"$110,000 ",Professional
15152,2017-04-23,68,2,4240.6564,4,4,5,445,13,Champions,MEGHAN,MORENO,F,"$110,000 ",Professional
15153,2017-03-02,120,2,138.96,3,4,3,343,10,Needs Attention,KRISTEN,LI,F,"$110,000 ",Professional
15154,2016-09-23,280,1,83.0573,1,1,2,112,4,Lost Customers,JOE,HERNANDEZ,M,"$130,000 ",Management
15155,2017-01-03,178,2,2860.1064,3,4,5,345,12,Needs Attention,JAMIE,HARRISON,F,"$70,000 ",Management
15156,2016-09-27,276,1,134.97,1,1,3,113,5,Lost Customers,DYLAN,FOSTER,M,"$90,000 ",Management
15157,2017-05-31,30,3,223.92000000000002,5,5,3,553,13,Loyal Customers,JORDAN,GONZALEZ,M,"$100,000 ",Management
15158,2016-08-17,317,1,43.6242,1,1,1,111,3,Lost Customers,VICTORIA,MOORE,F,"$100,000 ",Management
15159,2017-05-20,41,1,16.85,5,1,1,511,7,Potential Loyalists,ERIC,WASHINGTON,M,"$100,000 ",Management
15161,2016-08-27,307,1,12.27,1,1,1,111,3,Lost Customers,TRINITY,JAMES,F,"$90,000 ",Management
15162,2017-05-23,38,3,169.94,5,5,3,553,13,Loyal Customers,KAITLYN,BARNES,F,"$100,000 ",Management
15163,2017-03-16,106,1,14.56,4,1,1,411,6,Potential Loyalists,VICTORIA,MURPHY,F,"$100,000 ",Management
15164,2017-01-19,162,1,4.99,3,1,1,311,5,Needs Attention,SAVANNAH,COLLINS,F,"$100,000 ",Management
15165,2017-01-09,172,1,43.6242,3,1,1,311,5,Needs Attention,CARL,ANAND,M,"$100,000 ",Management
15166,2017-01-19,162,2,2836.4578,3,4,5,345,12,Needs Attention,NINA,GOEL,F,"$130,000 ",Management
15167,2017-02-15,135,2,2871.7562,3,4,5,345,12,Needs Attention,SARA,HERNANDEZ,F,"$130,000 ",Management
15168,2017-03-23,99,1,48.6142,4,1,1,411,6,Potential Loyalists,XAVIER,BELL,M,"$70,000 ",Management
15169,2017-03-12,110,2,2928.188,4,4,5,445,13,Champions,ZACHARY,MILLER,M,"$40,000 ",Skilled Manual
15170,2017-04-09,82,2,4142.8392,4,4,5,445,13,Champions,JERMAINE,MARTINEZ,M,"$80,000 ",Skilled Manual
15171,2017-04-05,86,2,4179.317800000001,4,4,5,445,13,Champions,DESTINY,JONES,F,"$80,000 ",Skilled Manual
15172,2017-05-16,45,4,309.90999999999997,5,5,3,553,13,Loyal Customers,ALEXANDRA,HILL,F,"$30,000 ",Skilled Manual
15173,2016-10-23,250,1,60.5842,2,1,2,212,5,Lost Customers,MIGUEL,HENDERSON,M,"$30,000 ",Skilled Manual
15174,2017-03-26,96,1,144.81,4,1,3,413,8,Potential Loyalists,TRINITY,ROGERS,F,"$30,000 ",Skilled Manual
15175,2017-04-27,64,2,4620.0166,4,4,5,445,13,Champions,KRISTI,MALHOTRA,F,"$70,000 ",Professional
15176,2017-04-25,66,2,4481.108200000001,4,4,5,445,13,Champions,KRISTI,RAMOS,F,"$70,000 ",Professional
15177,2017-05-28,33,1,9.57,5,1,1,511,7,Potential Loyalists,JORGE,LU,M,"$70,000 ",Professional
15178,2017-04-15,76,2,4218.4678,4,4,5,445,13,Champions,DREW,TANG,M,"$80,000 ",Skilled Manual
15179,2017-04-22,69,2,4203.9878,4,4,5,445,13,Champions,JAY,RUBIO,M,"$70,000 ",Skilled Manual
15180,2017-04-24,67,2,4221.463400000001,4,4,5,445,13,Champions,JILLIAN,SURI,F,"$70,000 ",Skilled Manual
15181,2017-04-08,83,2,4220.4434,4,4,5,445,13,Champions,ROSA,HUANG,F,"$70,000 ",Skilled Manual
15182,2017-04-29,62,2,4142.8392,4,4,5,445,13,Champions,DEANNA,SRINI,F,"$70,000 ",Skilled Manual
15183,2017-04-20,71,2,4125.0978,4,4,5,445,13,Champions,MICHELE,RAJI,F,"$70,000 ",Professional
15184,2017-04-03,88,2,4206.4434,4,4,5,445,13,Champions,MATHEW,HERNANDEZ,M,"$130,000 ",Management
15185,2017-04-16,75,2,4147.4192,4,4,5,445,13,Champions,JONATHAN,EVANS,M,"$130,000 ",Management
15186,2016-10-02,271,1,104.2885,1,1,2,112,4,Lost Customers,LEAH,YANG,F,"$130,000 ",Management
15187,2017-04-28,63,2,4525.6882000000005,4,4,5,445,13,Champions,BENJAMIN,BROWN,M,"$80,000 ",Management
15188,2017-04-17,74,2,1564.5108,4,4,4,444,12,Champions,ISAAC,WATSON,M,"$60,000 ",Professional
15189,2017-04-17,74,2,1468.5882000000001,4,4,4,444,12,Champions,KAYLA,RUSSELL,F,"$60,000 ",Professional
15190,2017-06-07,23,1,105.3357,5,1,2,512,8,Potential Loyalists,KATHERINE,WATSON,F,"$60,000 ",Professional
15191,2017-04-04,87,2,1468.5882000000001,4,4,4,444,12,Champions,ANDRES,KUMAR,M,"$60,000 ",Professional
15192,2017-04-10,81,2,4138.1864,4,4,5,445,13,Champions,TASHA,SHAN,F,"$130,000 ",Management
15193,2017-02-28,122,2,2918.072,3,4,5,345,12,Needs Attention,SAMUEL,KING,M,"$120,000 ",Management
15194,2017-02-19,131,2,2877.4378,3,4,5,345,12,Needs Attention,ERIK,SUAREZ,M,"$120,000 ",Management
15195,2017-02-26,124,2,2847.1463999999996,3,4,5,345,12,Needs Attention,EDWIN,HUANG,M,"$120,000 ",Management
15196,2017-02-05,145,2,2897.7907,3,4,5,345,12,Needs Attention,ISAIAH,REED,M,"$120,000 ",Management
15197,2017-06-27,3,2,220.85,5,4,3,543,12,Loyal Customers,ELIJAH,KUMAR,M,"$60,000 ",Professional
15198,2016-08-11,323,1,14.56,1,1,1,111,3,Lost Customers,LAUREN,WATSON,F,"$60,000 ",Professional
15199,2017-02-20,130,2,2755.0663999999997,3,4,4,344,11,Needs Attention,JOE,JORDAN,M,"$70,000 ",Professional
15200,2017-02-09,141,2,2810.5078,3,4,5,345,12,Needs Attention,MINDY,SIMPSON,F,"$70,000 ",Professional
15201,2017-04-29,62,2,4563.4196,4,4,5,445,13,Champions,MIRANDA,WASHINGTON,F,"$90,000 ",Professional
15202,2017-01-30,151,1,25.880000000000003,3,1,1,311,5,Needs Attention,BLAKE,BRYANT,M,"$90,000 ",Professional
15203,2017-02-20,130,2,2906.6364,3,4,5,345,12,Needs Attention,DAVID,LEWIS,M,"$90,000 ",Professional
15204,2017-04-17,74,2,4204.132,4,4,5,445,13,Champions,DEANNA,GONZALEZ,F,"$90,000 ",Professional
15205,2017-04-29,62,2,4194.689200000001,4,4,5,445,13,Champions,SHAWNA,BLACK,F,"$90,000 ",Professional
15206,2017-04-22,69,2,121.2584,4,4,2,442,10,Loyal Customers,MAURICE,ANDERSEN,M,"$90,000 ",Professional
15207,2017-04-29,62,2,4197.8292,4,4,5,445,13,Champions,JOSUE,DIAZ,M,"$100,000 ",Management
15208,2017-03-17,105,2,2959.8566,4,4,5,445,13,Champions,COLLEEN,LUO,F,"$60,000 ",Professional
15209,2017-03-31,91,2,2924.8566,4,4,5,445,13,Champions,FRANK,ROMERO,M,"$60,000 ",Professional
15210,2017-04-04,87,2,2948.3696,4,4,5,445,13,Champions,KURT,RAJE,M,"$60,000 ",Professional
15211,2017-05-22,39,2,2910.8996,5,4,5,545,14,Champions,KENNETH,LUO,M,"$60,000 ",Skilled Manual
15212,2017-06-23,7,2,106.57419999999999,5,4,2,542,11,Loyal Customers,MARCUS,HENDERSON,M,"$60,000 ",Professional
15213,2017-05-26,35,2,2818.5882,5,4,5,545,14,Champions,BRIANA,MARTIN,F,"$60,000 ",Skilled Manual
15214,2017-04-06,85,2,4273.5496,4,4,5,445,13,Champions,AMANDA,JENKINS,F,"$100,000 ",Management
15215,2017-04-14,77,2,4247.584000000001,4,4,5,445,13,Champions,ALBERTO,JIMÉNEZ,M,"$100,000 ",Management
15216,2016-10-09,264,2,166.6062,1,4,3,143,8,At Risk,DESIREE,GUTIERREZ,F,"$60,000 ",Skilled Manual
15217,2017-05-29,32,2,82.52,5,4,2,542,11,Loyal Customers,ETHAN,JAI,M,"$60,000 ",Skilled Manual
15218,2017-04-02,89,2,4153.1864,4,4,5,445,13,Champions,WILLIE,JOHNSEN,M,"$70,000 ",Professional
15219,2017-04-03,88,2,4153.1864,4,4,5,445,13,Champions,CLAYTON,CHEN,M,"$70,000 ",Professional
15220,2017-04-26,65,2,4143.1764,4,4,5,445,13,Champions,MICAH,LIU,M,"$70,000 ",Professional
15221,2017-04-24,67,2,4245.2182,4,4,5,445,13,Champions,TROY,ARUN,M,"$70,000 ",Professional
15222,2017-04-28,63,2,173.6904,4,4,3,443,11,Loyal Customers,CYNTHIA,PATEL,F,"$70,000 ",Professional
15223,2017-04-11,80,2,4120.5178,4,4,5,445,13,Champions,EBONY,MARTIN,F,"$70,000 ",Professional
15224,2017-05-28,33,2,115.45419999999999,5,4,2,542,11,Loyal Customers,PEDRO,GUTIERREZ,M,"$70,000 ",Professional
15225,2017-04-26,65,2,4155.5178,4,4,5,445,13,Champions,YOLANDA,BHAT,F,"$90,000 ",Professional
15226,2017-04-19,72,2,4142.8392,4,4,5,445,13,Champions,LORI,MORENO,F,"$70,000 ",Professional
15227,2017-04-30,61,2,4250.636399999999,4,4,5,445,13,Champions,HAROLD,MALHOTRA,M,"$70,000 ",Professional
15228,2017-04-15,76,2,4159.444799999999,4,4,5,445,13,Champions,JERMAINE,RAMAN,M,"$70,000 ",Professional
15229,2017-05-12,49,2,2843.5582,5,4,5,545,14,Champions,CALVIN,RAI,M,"$60,000 ",Skilled Manual
15230,2017-02-20,130,1,202.95,3,1,3,313,7,Needs Attention,JILLIAN,VANCE,F,"$70,000 ",Professional
15231,2017-04-03,88,1,57.1923,4,1,1,411,6,Potential Loyalists,ALEXIA,BARNES,F,"$70,000 ",Skilled Manual
15232,2017-02-20,130,2,104.93,3,4,2,342,9,Needs Attention,OMAR,MA,M,"$60,000 ",Skilled Manual
15233,2017-03-22,100,2,84.97,4,4,2,442,10,Loyal Customers,TAMMY,RODRIGUEZ,F,"$70,000 ",Skilled Manual
15234,2017-01-30,151,2,109.96000000000001,3,4,2,342,9,Needs Attention,KATHLEEN,MORENO,F,"$100,000 ",Management
15235,2017-02-28,122,2,253.5042,3,4,3,343,10,Needs Attention,KARI,LOPEZ,F,"$60,000 ",Skilled Manual
15236,2016-12-04,208,2,197.86260000000001,2,4,3,243,9,At Risk,BRANDY,KAPOOR,F,"$70,000 ",Skilled Manual
15237,2017-04-22,69,2,98.4742,4,4,2,442,10,Loyal Customers,DEVON,LAL,M,"$70,000 ",Skilled Manual
15238,2017-04-15,76,2,100.2584,4,4,2,442,10,Loyal Customers,JONATHON,ALONSO,M,"$70,000 ",Skilled Manual
15239,2017-02-06,144,2,177.6804,3,4,3,343,10,Needs Attention,SERGIO,RODRIGUEZ,M,"$70,000 ",Skilled Manual
15240,2017-06-13,17,2,116.92,5,4,2,542,11,Loyal Customers,MONIQUE,NAVARRO,F,"$40,000 ",Management
15241,2017-02-07,143,2,103.82000000000001,3,4,2,342,9,Needs Attention,GEOFFREY,MADAN,M,"$40,000 ",Management
15242,2017-02-24,126,2,66.83999999999999,3,4,2,342,9,Needs Attention,NEIL,SUAREZ,M,"$40,000 ",Management
15243,2017-04-30,61,1,41.95,4,1,1,411,6,Potential Loyalists,LAUREN,HARRIS,F,"$30,000 ",Skilled Manual
15244,2017-04-29,62,4,251.70839999999998,4,5,3,453,12,Loyal Customers,ALEXIS,RODRIGUEZ,F,"$30,000 ",Skilled Manual
15245,2017-01-31,150,1,39.96,3,1,1,311,5,Needs Attention,EDUARDO,ROSS,M,"$30,000 ",Skilled Manual
15246,2016-11-28,214,1,43.96,2,1,1,211,4,Lost Customers,KAITLYN,WATSON,F,"$30,000 ",Skilled Manual
15247,2016-11-10,232,1,14.56,2,1,1,211,4,Lost Customers,CATHERINE,STEWART,F,"$40,000 ",Skilled Manual
15248,2017-05-12,49,1,68.5181,5,1,2,512,8,Potential Loyalists,RICHARD,HARRIS,M,"$40,000 ",Skilled Manual
15249,2017-03-07,115,1,69.0762,3,1,2,312,6,Needs Attention,ABIGAIL,ANDERSON,F,"$30,000 ",Skilled Manual
15250,2016-11-06,236,1,78.95,2,1,2,212,5,Lost Customers,JOSE,SCOTT,M,"$30,000 ",Skilled Manual
15251,2017-02-19,131,2,144.5,3,4,3,343,10,Needs Attention,NOAH,HALL,M,"$30,000 ",Skilled Manual
15252,2017-04-29,62,2,1468.5882000000001,4,4,4,444,12,Champions,JADA,MURPHY,F,"$40,000 ",Skilled Manual
15253,2017-05-20,41,2,120.89259999999999,5,4,2,542,11,Loyal Customers,BARRY,SURI,M,"$10,000 ",Skilled Manual
15254,2017-04-14,77,2,1560.6154999999999,4,4,4,444,12,Champions,CARLA,CHAPMAN,F,"$40,000 ",Skilled Manual
15255,2017-05-09,52,2,1503.5782,4,4,4,444,12,Champions,EVAN,COLLINS,M,"$40,000 ",Skilled Manual
15256,2017-05-20,41,2,1547.2224,5,4,4,544,13,Champions,DALTON,RAMIREZ,M,"$40,000 ",Skilled Manual
15257,2016-08-07,327,1,49.96,1,1,1,111,3,Lost Customers,MATTHEW,ANDERSON,M,"$40,000 ",Skilled Manual
15258,2017-03-28,94,1,9.98,4,1,1,411,6,Potential Loyalists,CHLOE,REED,F,"$40,000 ",Skilled Manual
15260,2016-10-06,267,1,91.2084,1,1,2,112,4,Lost Customers,KATHLEEN,TORRES,F,"$30,000 ",Clerical
15261,2017-01-29,152,2,139.5962,3,4,3,343,10,Needs Attention,CAROLYN,TORRES,F,"$40,000 ",Management
15262,2017-03-16,106,2,3772.4096,4,4,5,445,13,Champions,JAN,GONZALEZ,F,"$30,000 ",Clerical
15263,2017-04-06,85,1,103.60419999999999,4,1,2,412,7,Potential Loyalists,PAIGE,COLEMAN,F,"$30,000 ",Clerical
15264,2017-03-06,116,2,77.2684,3,4,2,342,9,Needs Attention,PETER,GOEL,M,"$30,000 ",Clerical
15265,2017-05-01,60,2,2905.8666,4,4,5,445,13,Champions,KRISTOPHER,MALHOTRA,M,"$40,000 ",Management
15266,2017-05-18,43,2,2991.61,5,4,5,545,14,Champions,BRIANA,SUAREZ,F,"$40,000 ",Management
15267,2017-06-27,3,2,2853.5782,5,4,5,545,14,Champions,KENDRA,ALVAREZ,F,"$40,000 ",Management
15268,2017-06-14,16,2,2840.9096,5,4,5,545,14,Champions,SHANNON,WU,F,"$60,000 ",Management
15269,2016-10-29,244,1,14.56,2,1,1,211,4,Lost Customers,CHLOE,KING,F,"$40,000 ",Skilled Manual
15270,2017-02-07,143,1,43.6242,3,1,1,311,5,Needs Attention,ARIANA,COX,F,"$40,000 ",Skilled Manual
15271,2017-03-06,116,1,43.6242,3,1,1,311,5,Needs Attention,SAMUEL,YANG,M,"$40,000 ",Skilled Manual
15272,2017-05-27,34,1,115.6143,5,1,2,512,8,Potential Loyalists,KYLE,GONZALES,M,"$40,000 ",Skilled Manual
15273,2016-10-08,265,1,102.13419999999999,1,1,2,112,4,Lost Customers,BRANDON,ALEXANDER,M,"$40,000 ",Skilled Manual
15274,2016-11-19,223,1,115.23960000000001,2,1,2,212,5,Lost Customers,ALEXANDER,JOHNSON,M,"$40,000 ",Skilled Manual
15275,2016-08-31,303,1,22.97,1,1,1,111,3,Lost Customers,ERIC,COLLINS,M,"$40,000 ",Skilled Manual
15276,2016-07-24,341,2,1286.6482,1,4,4,144,9,At Risk,MEGAN,HALL,F,"$30,000 ",Skilled Manual
15277,2016-12-24,188,1,160.99620000000002,2,1,3,213,6,Lost Customers,HAILEY,GRIFFIN,F,"$30,000 ",Skilled Manual
15278,2016-08-07,327,1,78.95,1,1,2,112,4,Lost Customers,BRANDON,RUSSELL,M,"$30,000 ",Skilled Manual
15279,2017-04-04,87,1,77.60419999999999,4,1,2,412,7,Potential Loyalists,HUNTER,LEE,M,"$30,000 ",Skilled Manual
15280,2017-02-20,130,2,2822.1164,3,4,5,345,12,Needs Attention,MYA,GRIFFIN,F,"$80,000 ",Management
15281,2016-09-21,282,1,43.6242,1,1,1,111,3,Lost Customers,HUNTER,ANDERSON,M,"$110,000 ",Management
15282,2017-04-08,83,1,14.56,4,1,1,411,6,Potential Loyalists,ELIZABETH,THOMAS,F,"$80,000 ",Management
15283,2017-04-12,79,1,908.6135,4,1,3,413,8,Potential Loyalists,EUGENE,LI,M,"$40,000 ",Skilled Manual
15284,2017-05-19,42,2,1641.3559,5,4,4,544,13,Champions,JAY,PRASAD,M,"$40,000 ",Skilled Manual
15285,2016-09-17,286,1,44.97,1,1,1,111,3,Lost Customers,OLIVIA,RODRIGUEZ,F,"$40,000 ",Skilled Manual
15286,2017-05-14,47,1,73.48,5,1,2,512,8,Potential Loyalists,THOMAS,NELSON,M,"$50,000 ",Skilled Manual
15287,2017-05-10,51,2,1612.5781000000002,5,4,4,544,13,Champions,STEPHANIE,BAKER,F,"$50,000 ",Skilled Manual
15288,2017-05-30,31,2,1512.5482000000002,5,4,4,544,13,Champions,LOGAN,PERRY,M,"$50,000 ",Skilled Manual
15289,2017-05-02,59,2,1512.5482000000002,4,4,4,444,12,Champions,KATELYN,GRAY,F,"$40,000 ",Skilled Manual
15290,2017-05-08,53,2,1592.5682000000002,4,4,4,444,12,Champions,EDWARD,THOMPSON,M,"$50,000 ",Skilled Manual
15291,2017-05-18,43,1,887.5473,5,1,3,513,9,Potential Loyalists,JULIA,ALEXANDER,F,"$60,000 ",Skilled Manual
15292,2017-04-06,85,1,68.5942,4,1,2,412,7,Potential Loyalists,MEGAN,BAILEY,F,"$60,000 ",Skilled Manual
15294,2016-10-24,249,1,64.97,2,1,2,212,5,Lost Customers,MICHAEL,ROBINSON,M,"$60,000 ",Skilled Manual
15296,2017-04-07,84,1,14.56,4,1,1,411,6,Potential Loyalists,CHLOE,PETERSON,F,"$60,000 ",Skilled Manual
15297,2017-01-08,173,1,44.97,3,1,1,311,5,Needs Attention,NICOLE,BRYANT,F,"$60,000 ",Skilled Manual
15298,2017-05-23,38,1,9.57,5,1,1,511,7,Potential Loyalists,JOE,CHANDRA,M,"$50,000 ",Skilled Manual
15299,2017-05-28,33,1,14.56,5,1,1,511,7,Potential Loyalists,CHARLES,LOPEZ,M,"$50,000 ",Skilled Manual
15301,2016-08-25,309,1,30.46,1,1,1,111,3,Lost Customers,AMY,GUO,F,"$60,000 ",Professional
15302,2017-02-10,140,2,2825.8006,3,4,5,345,12,Needs Attention,BRIANNA,THOMAS,F,"$70,000 ",Professional
15303,2017-03-01,121,2,2748.1964,3,4,4,344,11,Needs Attention,HALEY,PATTERSON,F,"$70,000 ",Management
15304,2017-04-21,70,2,4633.399600000001,4,4,5,445,13,Champions,MIRANDA,POWELL,F,"$70,000 ",Management
15305,2016-10-23,250,1,35.45,2,1,1,211,4,Lost Customers,JACQUELYN,ORTEGA,F,"$70,000 ",Management
15307,2016-10-01,272,1,43.6242,1,1,1,111,3,Lost Customers,JENNIFER,GARCIA,F,"$60,000 ",Management
15308,2017-05-03,58,2,1538.5782,4,4,4,444,12,Champions,CHRISTY,LAL,F,"$60,000 ",Management
15309,2017-05-03,58,2,1538.5782,4,4,4,444,12,Champions,DYLAN,WILSON,M,"$60,000 ",Management
15310,2017-03-17,105,3,121.28,4,5,2,452,11,Loyal Customers,AMANDA,STEWART,F,"$60,000 ",Management
15311,2017-05-07,54,2,1538.5782,4,4,4,444,12,Champions,BRANDON,THOMPSON,M,"$60,000 ",Management
15312,2017-05-03,58,2,1555.8666,4,4,4,444,12,Champions,ALEXANDRIA,GONZALES,F,"$60,000 ",Management
15313,2017-02-18,132,1,14.56,3,1,1,311,5,Needs Attention,GARRETT,MORRIS,M,"$60,000 ",Management
15314,2017-05-18,43,2,1507.1924,5,4,4,544,13,Champions,EDUARDO,TORRES,M,"$60,000 ",Management
15315,2016-10-10,263,1,9.98,1,1,1,111,3,Lost Customers,KATHERINE,BENNETT,F,"$70,000 ",Management
15316,2017-05-02,59,1,21.84,4,1,1,411,6,Potential Loyalists,ALEXIS,HARRIS,F,"$60,000 ",Management
15317,2016-11-10,232,1,53.057300000000005,2,1,1,211,4,Lost Customers,RACHEL,JENKINS,F,"$60,000 ",Management
15318,2017-06-03,27,1,44.97,5,1,1,511,7,Potential Loyalists,GRACE,WATSON,F,"$60,000 ",Management
15319,2016-08-02,332,1,9.57,1,1,1,111,3,Lost Customers,JADE,SANCHEZ,F,"$70,000 ",Management
15320,2017-02-17,133,2,2828.1664,3,4,5,345,12,Needs Attention,EDUARDO,BROOKS,M,"$70,000 ",Management
15321,2017-02-07,143,2,2783.1964,3,4,5,345,12,Needs Attention,BLAKE,PHILLIPS,M,"$80,000 ",Management
15322,2017-02-20,130,2,2825.4778,3,4,5,345,12,Needs Attention,EVAN,GREEN,M,"$80,000 ",Management
15323,2017-05-23,38,1,839.45,5,1,3,513,9,Potential Loyalists,EDUARDO,WILSON,M,"$40,000 ",Professional
15324,2017-06-19,11,1,113.1784,5,1,2,512,8,Potential Loyalists,RENEE,SERRANO,F,"$40,000 ",Professional
15325,2017-05-16,45,2,1500.8682,5,4,4,544,13,Champions,ELIJAH,HAYES,M,"$60,000 ",Professional
15327,2017-05-28,33,1,49.96,5,1,1,511,7,Potential Loyalists,PAULA,HERNANDEZ,F,"$60,000 ",Management
15328,2017-02-20,130,2,2933.1894,3,4,5,345,12,Needs Attention,FERNANDO,JACKSON,M,"$70,000 ",Management
15329,2017-02-15,135,2,2849.1264,3,4,5,345,12,Needs Attention,BRIANNA,COX,F,"$70,000 ",Management
15330,2016-08-13,321,1,44.97,1,1,1,111,3,Lost Customers,CATHERINE,RICHARDSON,F,"$60,000 ",Professional
15331,2016-10-25,248,1,7.28,2,1,1,211,4,Lost Customers,JACOB,TAYLOR,M,"$60,000 ",Professional
15332,2017-05-30,31,1,44.97,5,1,1,511,7,Potential Loyalists,JASON,SHARMA,M,"$60,000 ",Professional
15333,2017-05-03,58,2,1555.8666,4,4,4,444,12,Champions,MARIE,DIAZ,F,"$60,000 ",Management
15334,2017-06-29,1,1,848.1242,5,1,3,513,9,Potential Loyalists,SYDNEY,WILLIAMS,F,"$40,000 ",Skilled Manual
15335,2017-05-11,50,1,39.980000000000004,5,1,1,511,7,Potential Loyalists,EMILY,PATTERSON,F,"$60,000 ",Professional
15337,2017-05-27,34,2,1538.5782,5,4,4,544,13,Champions,RACHEL,GONZALES,F,"$60,000 ",Professional
15338,2017-05-12,49,2,1589.0182,5,4,4,544,13,Champions,MARIE,NAVARRO,F,"$60,000 ",Professional
15339,2017-05-16,45,2,1538.5782,5,4,4,544,13,Champions,NOAH,ZHANG,M,"$60,000 ",Professional
15340,2017-06-05,25,3,200.5688,5,5,3,553,13,Loyal Customers,BRITTANY,BARNES,F,"$40,000 ",Skilled Manual
15341,2017-05-30,31,2,1538.5782,5,4,4,544,13,Champions,LACEY,DENG,F,"$60,000 ",Professional
15342,2017-05-06,55,2,1585.6743999999999,4,4,4,444,12,Champions,ASHLEE,RAJI,F,"$60,000 ",Professional
15343,2017-05-28,33,2,1468.5882000000001,5,4,4,544,13,Champions,CARSON,BARNES,M,"$60,000 ",Professional
15344,2016-10-19,254,1,9.98,2,1,1,211,4,Lost Customers,LUKE,RUSSELL,M,"$70,000 ",Professional
15345,2017-02-03,147,2,2814.0789999999997,3,4,5,345,12,Needs Attention,ASHLEY,PERRY,F,"$70,000 ",Professional
15346,2017-02-12,138,2,2939.0578,3,4,5,345,12,Needs Attention,CHARLES,RODRIGUEZ,M,"$70,000 ",Professional
15347,2017-05-15,46,2,1555.8666,5,4,4,544,13,Champions,DEANNA,ALONSO,F,"$60,000 ",Professional
15348,2017-02-13,137,2,2889.3006,3,4,5,345,12,Needs Attention,GREG,CARTER,M,"$70,000 ",Professional
15349,2017-02-05,145,2,2844.4378,3,4,5,345,12,Needs Attention,STEPHANIE,GONZALEZ,F,"$70,000 ",Professional
15350,2017-02-24,126,2,2820.0778,3,4,5,345,12,Needs Attention,KATHLEEN,SERRANO,F,"$70,000 ",Professional
15352,2016-09-24,279,1,69.99,1,1,2,112,4,Lost Customers,RAYMOND,MARTINEZ,M,"$130,000 ",Management
15353,2017-06-05,25,2,339.8399,5,4,3,543,12,Loyal Customers,MICHELE,XU,F,"$160,000 ",Professional
15354,2017-02-08,142,3,8090.6666000000005,3,5,5,355,13,Needs Attention,COREY,KUMAR,M,"$170,000 ",Management
15355,2017-05-06,55,1,35.0,4,1,1,411,6,Potential Loyalists,JANELLE,MARTINEZ,F,"$100,000 ",Professional
15356,2016-09-08,295,1,118.0573,1,1,2,112,4,Lost Customers,DAWN,JAI,F,"$120,000 ",Professional
15357,2017-01-16,165,3,6996.088000000001,3,5,5,355,13,Needs Attention,CRAIG,NAVARRO,M,"$120,000 ",Professional
15358,2017-06-09,21,1,43.6242,5,1,1,511,7,Potential Loyalists,DANIELLE,SANDERS,F,"$90,000 ",Management
